name,infrastructure_type,latitude,longitude
Christian Service Center,place_of_worship,41.8819765,-87.7447788
Church of Christ,place_of_worship,41.7086453,-87.6378261
Christian Hope New Testament Church,place_of_worship,41.7690247,-87.6425419
Freeman Evangelical Lutheran Church of Chicago,place_of_worship,41.9236427,-87.7678363
Franciscan Sisters School,school,41.8151973,-87.697119
Free Pentecostal Church of the Living God,place_of_worship,41.9158652,-87.747002
Church of Today,place_of_worship,41.6974489,-87.6210526
Church of the Valley,place_of_worship,41.93824,-87.6561798
Church of the Lord Jesus Christ of the Apostolic Faith,place_of_worship,41.8581944,-87.7057008
Church of the Living God Temple 93,place_of_worship,41.8650324,-87.7175551
Circle Evangelical Free Church,place_of_worship,41.8939206,-87.7747802
Church of Living God,place_of_worship,41.8803099,-87.7361673
Church of the Good News,place_of_worship,41.9341989,-87.6783889
Church of the Christ Light,place_of_worship,41.7861442,-87.7003302
Church of the Comforter,place_of_worship,41.9105879,-87.6856108
Church of God,place_of_worship,41.8419768,-87.7319994
Church of God,place_of_worship,41.7689225,-87.6636617
Church of Christ,place_of_worship,41.9028096,-87.7606133
Greater Whitestone Missionary Baptist Church,place_of_worship,41.8522546,-87.7203327
Greater Sweet Home Missionary Baptist Church,place_of_worship,41.8600323,-87.7247775
Greater Mount Nebo Baptist Church,place_of_worship,41.8853099,-87.7308895
Greater New Birth Church of God in Christ,place_of_worship,41.8803099,-87.7436676
Greater Mount Pleasant Missionary Baptist Church,place_of_worship,41.7445013,-87.5731931
Greater House of God,place_of_worship,41.6924135,-87.6203352
Greater Faith Temple Church of God in Christ,place_of_worship,41.8605842,-87.7125609
Instant Deliverance Church of God in Christ,place_of_worship,41.8650325,-87.7053325
Iglesia Casa de Dias,place_of_worship,41.8528106,-87.6706087
Grace Temple Church of God Established in Christ,place_of_worship,41.7211453,-87.6258814
Grace Evangelical Free Church,place_of_worship,41.9365476,-87.7952239
Saint James School,school,41.841688,-87.625521
Saint James Church of God in Christ,place_of_worship,41.8655879,-87.7295
Saint James Lutheran School,school,41.9201234,-87.6507403
Saint Jerome's Croatian Catholic Church,place_of_worship,41.8419777,-87.6339404
Saint John Church of God in Christ,place_of_worship,41.882532,-87.7547791
Saint John De La Salle Roman Catholic Church,place_of_worship,41.7089371,-87.6134527
Saint Gregory Grade School,school,41.9832403,-87.6712512
Saint Gregory Preschool,school,41.9822541,-87.6725567
Saint Luke Church of God in Christ,place_of_worship,41.8666992,-87.6975545
Saint Ludmilla School,school,41.8475326,-87.7031097
Saint Ludmillas Roman Catholic Church,place_of_worship,41.8478082,-87.7029721
Saint Lukes United Church of Christ,place_of_worship,41.9103788,-87.7000578
Progressive Beulah Pentecostal Church,place_of_worship,41.735669,-87.6560937
Prince of Peace Church of God in Christ,place_of_worship,41.8722545,-87.7258889
Prince of Peace Lutheran School,school,41.9187587,-87.7331012
Saint John Syrian Orthodox Church,place_of_worship,41.9487318,-87.800054
Saint Joseph Catholic Church,place_of_worship,41.7351591,-87.5591319
Saint Jude Spiritual Church,place_of_worship,41.880032,-87.7586681
Saint Jude Church of God in Christ,place_of_worship,41.8805876,-87.752279
Saint Justin Martyr Catholic Church,place_of_worship,41.7705891,-87.6692176
Pros Arts Studio,school,41.8568653,-87.6503303
Rehoboth Christian Church,place_of_worship,41.9069768,-87.6753326
Revelation Church of God in Christ,place_of_worship,41.8591992,-87.7053323
Rainbow Church of Faith,place_of_worship,41.7792002,-87.6661621
Portage Park Day Nursery,school,41.9461427,-87.7608922
Precious Blood Roman Catholic Church,place_of_worship,41.8748157,-87.6868044
Puerto Rican High School,school,41.9122545,-87.6858886
Risen Valley Mission Church of God in Christ,place_of_worship,41.8730876,-87.7600569
Rumanian Pentecostal Assembly,place_of_worship,41.7861802,-87.6941289
The Reading House,school,41.7080052,-87.6814065
Redeem Tabernacle Church of God in Christ,place_of_worship,41.8972542,-87.7461681
Hoyne Avenue Wesleyan Church,place_of_worship,41.8978102,-87.6797769
Hyde Park African Methodist Episcopal Church,place_of_worship,41.6744787,-87.6339363
Saint Andrews Missionary Baptist Church,place_of_worship,41.8908653,-87.7458902
Saint Anthony Spiritual Church,place_of_worship,41.8653103,-87.7053493
Saint Ailbes Roman Catholic Church,place_of_worship,41.7298265,-87.586311
Saint Agatha's Roman Catholic Church,place_of_worship,41.8623234,-87.705399
Saint Agatha's School,school,41.86207,-87.7053007
Sacred Heart School,school,41.7664226,-87.6536613
House of Prayer Church of God in Christ,place_of_worship,41.8660844,-87.7143733
House of Prayer for All People,place_of_worship,41.8000335,-87.6450508
House of Inspiration Church of God in Christ,place_of_worship,41.6883657,-87.6217664
Saint Francis Cabrini Learning Center,school,41.871284,-87.700587
Saint Fidelis School,school,41.9069753,-87.6941147
Saint Fidelis Roman Catholic Church,place_of_worship,41.9070336,-87.6947069
Saint Elizabeth School,school,41.8202871,-87.6242291
Saint Clotildes School,school,41.7416791,-87.6168003
Saint Bronislava Catholic Church,place_of_worship,41.7364238,-87.5614351
Saint Carthage School,school,41.7610625,-87.630638
Saint Benedict Grade School,school,41.9533653,-87.6839452
Our Lady of Sorrows School,school,41.8770774,-87.7050982
Our Lady of Perpetual Help School,school,41.8986255,-87.736602
Our Lady of Vilna Roman Catholic Church,place_of_worship,41.8489217,-87.6833868
Oxford Community Center for Academics,school,41.739757,-87.5689354
Philadelphia Romanian Pentecostal Church of God,place_of_worship,41.9489197,-87.6650555
Pilgrim Church of God in Christ,place_of_worship,41.6818039,-87.6223548
Pilgrim Lutheran Church,place_of_worship,41.9598671,-87.6777005
Pillar of Fire Church,place_of_worship,41.9378101,-87.6572771
Pine Avenue United Church,place_of_worship,41.9044762,-87.763669
Pleasant Valley Baptist Church,place_of_worship,41.9038396,-87.7563294
Paxton Avenue Church of Christ,place_of_worship,41.7442539,-87.5714012
Pentecostal House of Prayer,place_of_worship,41.88031,-87.730056
Philadelphia Church of God in Christ School,school,41.7850414,-87.6658079
L H Day School,school,41.7361689,-87.6585534
Mount Helm Missionary Baptist Church,place_of_worship,41.7374061,-87.564644
Mount Helm Missionary Baptist Church,place_of_worship,41.7378376,-87.6628261
Mosque of Umar,place_of_worship,41.6867432,-87.6206672
Mount Calvary Church of God in Christ,place_of_worship,41.8903097,-87.7631131
Mount Calvary Interdenominational Church,place_of_worship,41.7072565,-87.6278257
Mount Carmel Children of God Church,place_of_worship,41.7389227,-87.6603275
Lenas Artistic Beauty College,school,41.736145,-87.6528272
Lily of the Valley Baptist Church,place_of_worship,41.886143,-87.7653352
The Learning Exchange,school,41.9353101,-87.6628329
New Hope Bible Church,place_of_worship,41.9023356,-87.6819081
Lawrence Hall School for Boys,school,42.0025316,-87.670335
Lawndale Community Church,place_of_worship,41.8517271,-87.7217913
Lake Shore Seventh Day Adventist School,school,41.8944878,-87.6744214
Lakeview Bible Truth Assembly Church,place_of_worship,41.9457957,-87.6783419
Lithuanian Jesuit Fathers Roman Catholic Church,place_of_worship,41.7920154,-87.6829845
Logan Day Care Center for Retarded Children,school,41.9311428,-87.7592251
Love and Unity Prayer Chapel,place_of_worship,41.7425339,-87.6533829
Healing Temple of God,place_of_worship,41.8589212,-87.7328333
Rose of Sharon Community Baptist Church,place_of_worship,41.8817679,-87.7005406
Roseland Bible Church,place_of_worship,41.6923266,-87.62897
Roseland Free Christian Center,place_of_worship,41.6923985,-87.6269522
Roseland Faith Temple Church of God in Christ,place_of_worship,41.6997566,-87.6189364
Healing Temple Church of God in Christ,place_of_worship,41.8664212,-87.7239443
Holy Mount Zion Pentecostal Church,place_of_worship,41.6978122,-87.6192141
Holy Mission Church of God in Christ,place_of_worship,41.8806415,-87.7513599
Holy Martyrs School,school,41.8147551,-87.6972752
Holy Family Spiritual Temple,place_of_worship,41.8658656,-87.7281111
Highway of Holiness Pentecostal Church,place_of_worship,41.8944761,-87.7720023
Holy Trinity Non-Sectarian Temple,place_of_worship,41.7684051,-87.6447661
Holy Nazarene Tabernacle,place_of_worship,41.7672559,-87.6503279
Holy Rock Healing Temple,place_of_worship,41.8514214,-87.7167214
Holly Memorial Temple,place_of_worship,41.7491624,-87.6638344
Holy Communion Lutheran Church,place_of_worship,41.9344673,-87.7485217
Holy City Church of God in Christ,place_of_worship,41.8880876,-87.752557
Holy Trinity Community Church,place_of_worship,41.6787663,-87.6374549
Northwestern Business College,school,41.9385456,-87.7515339
Holy Rosary School,school,41.8928102,-87.6861659
Holy Temple True Church of Christ,place_of_worship,41.8697547,-87.6961656
Holy Temple Followers of Jesus Christ,place_of_worship,41.8525,-87.7159128
Holy Temple Evangelistic Church of God in Christ,place_of_worship,41.7547562,-87.6333825
North Avenue Baptist Church,place_of_worship,41.9097543,-87.7108894
North Park Elementary School,school,41.9770209,-87.7126373
Notre Dame School,school,41.8738759,-87.6605317
Old Town Triangle Art Center,school,41.9153104,-87.6350535
Olive Child-Parent Center,school,41.8622172,-87.7210669
One Way Apostolic Church of God,place_of_worship,41.881421,-87.7417232
Northside Church of God in Christ,place_of_worship,41.8959837,-87.7613011
North Wells Gospel Mission,place_of_worship,41.7502638,-87.6552919
Old Path Church of God in Christ,place_of_worship,41.8916987,-87.7508904
Ogden Park Congregation of Jehovahs Witnesses,place_of_worship,41.7657095,-87.644697
Original Church of God,place_of_worship,41.763367,-87.6567169
Our Lady of Algona Catholic Church,place_of_worship,41.9117681,-87.6918219
Original Church of Jesus Christ,place_of_worship,41.7508671,-87.6583832
Original Glorious Apostolic Faith Church,place_of_worship,41.7503328,-87.6509538
Parish of Reconciliation,place_of_worship,41.9411433,-87.6708888
Park Vernon Learning Academy,school,41.6997566,-87.614214
Oak Therapeutic School,school,41.9028103,-87.6636653
Siloam Baptist Church,place_of_worship,41.8602536,-87.7069895
Shining Light Baptist Church,place_of_worship,41.7796969,-87.6731967
Shrine of Saint Jude Thaddeus,place_of_worship,41.8555885,-87.666442
Shield of Faith Baptist Church,place_of_worship,41.7794778,-87.6706067
First Mennonite Church,place_of_worship,41.7611447,-87.6614392
Holy Sanctuary Community Church,place_of_worship,41.8603103,-87.7058879
Faith Pentecostal Holiness Church,place_of_worship,41.7473837,-87.6539347
Faith Restoration Miracle Church,place_of_worship,41.9096801,-87.7597265
Faith Revival Center Church,place_of_worship,41.7506172,-87.6581233
First General Assembly Church,place_of_worship,41.6975343,-87.6278255
First Cumberland Presbyterian Church,place_of_worship,41.7499155,-87.614646
Felician Sisters School,school,41.8253109,-87.6669967
Fellowship Christian Academy,school,41.7222569,-87.5767132
Victory Apostolic Faith Church,place_of_worship,41.7471868,-87.6520275
Village Gospel Center,place_of_worship,41.843609,-87.710858
Upper Room Spiritual Church,place_of_worship,41.8664213,-87.7122772
Westlawn Gospel Chapel,place_of_worship,41.8530844,-87.7121441
Way of Holiness Church of God in Christ,place_of_worship,41.8969586,-87.7462685
Way of Truth Church of God in Christ,place_of_worship,41.8589212,-87.7331111
Wesley Chapel Community Spiritual Church,place_of_worship,41.8530881,-87.7178326
Wesleyan Missionary Academy,school,41.7764214,-87.7636654
West End Baptist Church,place_of_worship,41.881421,-87.7420009
United Faith Tabernacle Baptist Church,place_of_worship,41.8873841,-87.7555322
United for Christ Missionary Baptist Church,place_of_worship,41.8875319,-87.756446
United Church of Holiness,place_of_worship,41.7780972,-87.654652
Universal Temple of Truth Spiritual Church,place_of_worship,41.8518126,-87.7171501
Unity of Love Baptist Church,place_of_worship,41.8023343,-87.6450523
Unity of Love Church,place_of_worship,41.8924889,-87.7667744
Unity Tabernacle Church,place_of_worship,41.774804,-87.6643793
Unity Church of God in Christ,place_of_worship,41.7683491,-87.6454189
Unity Fellowship Baptist Church,place_of_worship,41.8862766,-87.7450556
Unity Church of God and Christ,place_of_worship,41.8893242,-87.7482454
Zion Travelers Missionary Baptist Church,place_of_worship,41.8730881,-87.6994991
Zion Temple Pentecostal Church,place_of_worship,41.87732,-87.6931044
Zion Temple Church of God and Christ,place_of_worship,41.8619767,-87.7253331
Zion Hill Missionary Baptist Church,place_of_worship,41.7526145,-87.6615764
Young Seang Korean Church of Chicago,place_of_worship,41.9464236,-87.6595022
Zion City Missionary Baptist Church,place_of_worship,41.7689226,-87.6511613
The Young Church,place_of_worship,41.8575145,-87.7074875
Youth Center Church of God in Christ,place_of_worship,41.9031026,-87.7191574
Westside Preparatory School,school,41.8955877,-87.730612
Sunrise Baptist Church,place_of_worship,41.8739211,-87.7372783
Study Progress School,school,41.7862315,-87.6930723
Southside Unity Center of Christianity,place_of_worship,41.7241359,-87.6630062
Tabernacle of Zion of the Apostolic Faith,place_of_worship,41.6854503,-87.6309189
Taehyun Korean Presbyterian Church,place_of_worship,41.946423,-87.6595411
Teddy Bear Pre-School #3,school,41.7766366,-87.7223702
Stone Temple Church of God in Christ,place_of_worship,41.7903378,-87.6550014
Strangers Home Missionary Baptist Church,place_of_worship,41.7793042,-87.6611243
Stratford Revival Center Southside Move of God Church,place_of_worship,41.726796,-87.6631951
Sound of Praise Evangelistic Center,place_of_worship,41.6822135,-87.6208697
Solid Rock Missionary Bapist Church,place_of_worship,41.7708671,-87.6447722
Socrates Greek-American Elementary School,school,41.9309007,-87.7774947
Smyrna Korean Presbyterian Church,place_of_worship,41.934583,-87.7486987
Shiloh Apostolic Deliverance Church,place_of_worship,41.8511767,-87.7302868
Seventh Day Adventist South Spanish Church,place_of_worship,41.8322552,-87.6722748
7th Day Adventist North Shore School,school,41.9763557,-87.699354
Spirit of Love Missionary Baptist Church,place_of_worship,41.7836445,-87.6639399
Spirit of Truth Church,place_of_worship,41.7766859,-87.6645014
Spirtual Israel Church,place_of_worship,41.9019609,-87.7671287
Southwest School of Business,school,41.7467,-87.7025514
Special Religious Education Division (SPRED),school,41.8401825,-87.6428905
Sisters of Nazareth School,school,41.923088,-87.6631104
Sisters of Notre Dame School,school,41.8367,-87.6336625
Simpson Academy for Young Women,school,41.8643973,-87.6680983
True Tabernacle Church of God,place_of_worship,41.850588,-87.725055
Saint Mark Pentecostal Church of Holiness,place_of_worship,41.7417805,-87.6635376
Saint Marks Lutheran Church,place_of_worship,41.8678103,-87.6961655
Saint Mary Church of God in Christ,place_of_worship,41.8728098,-87.7578346
Saint Mark Headstart Center,school,41.9008657,-87.6892218
Truth Bethesda Missionary Baptist Church,place_of_worship,41.751733,-87.663937
True Church of Christ Devine,place_of_worship,41.7628114,-87.6639394
