hex_id,hex_q,hex_r,count,centroid_lat,centroid_lon,gi_z,gi_p,hotspot_tier,zone_id
-14704_6865,-14704,6865,5,41.918306511417136,-87.68819610290679,-1.274960247171553,0.2023233128018096,Not Significant,0
-14698_6861,-14698,6861,5,41.89825031916235,-87.65707754864057,-0.9282680284476497,0.3532685541249778,Not Significant,0
-14705_6868,-14705,6868,5,41.93334452040915,-87.68430628362349,-1.4497616356543865,0.14712500125850103,Not Significant,0
-14707_6869,-14707,6869,5,41.93835640237656,-87.69597574147332,-1.5371623298958033,0.12425356254361919,Not Significant,0
-14705_6872,-14705,6872,5,41.95338968508535,-87.66874700649038,-1.0554731417371932,0.29120898684545105,Not Significant,0
-14696_6838,-14696,6838,5,41.78280495333726,-87.73098411502284,-1.4000961218931274,0.16148453622935222,Not Significant,0
-14707_6868,-14707,6868,5,41.93334452040915,-87.69986556075662,-1.1001588586887199,0.27126291251785695,Not Significant,0
-14696_6840,-14696,6840,5,41.79285194828349,-87.72320447645627,-1.3914945061601087,0.16407552444355433,Not Significant,0
-14696_6859,-14696,6859,5,41.88821986019843,-87.64929791007401,-1.368640915663429,0.17111154766345238,Not Significant,0
-14695_6841,-14695,6841,5,41.797874855299035,-87.71153501860644,-1.041891729194442,0.2974618791268735,Not Significant,0
-14695_6858,-14695,6858,5,41.88320404003357,-87.64540809079072,-1.5371623298958033,0.12425356254361919,Not Significant,0
-14709_6875,-14709,6875,5,41.96841942284933,-87.68819610290679,-1.7146481841901124,0.08640974888662245,Coldspot 90%,0
-14695_6837,-14695,6837,5,41.77778086542214,-87.72709429573955,-1.5371623298958033,0.12425356254361919,Not Significant,0
-14707_6867,-14707,6867,5,41.92833224458851,-87.7037553800399,-1.1875595529301364,0.23500698100807815,Not Significant,0
-14705_6867,-14705,6867,5,41.92833224458851,-87.68819610290679,-1.4497616356543865,0.14712500125850103,Not Significant,0
-14701_6858,-14701,6858,5,41.88320404003357,-87.69208592219006,1.61960367615793,0.10531743941911698,Not Significant,0
-14709_6882,-14709,6882,5,42.00347502395832,-87.66096736792385,-0.8968128222179511,0.3698188047656765,Not Significant,0
-14701_6841,-14701,6841,5,41.797874855299035,-87.75821285000578,-1.1443349023074354,0.2524847739847653,Not Significant,0
-14713_6872,-14713,6872,5,41.95338968508535,-87.73098411502284,-1.4899963964144916,0.13622518345145207,Not Significant,0
-14701_6845,-14701,6845,5,41.817962546796814,-87.74265357287265,-0.3445790571752557,0.7304108525352768,Not Significant,0
-14691_6852,-14691,6852,5,41.85310084995869,-87.63762845222419,-1.1875595529301364,0.23500698100807815,Not Significant,0
-14670_6815,-14670,6815,5,41.66715135996442,-87.6181793558078,-0.9911784409070467,0.3215984558472331,Not Significant,0
-14665_6826,-14665,6826,5,41.72248992131589,-87.53649315085902,-0.8333187403115878,0.40466498986957156,Not Significant,0
-14691_6830,-14691,6830,5,41.74260122916078,-87.72320447645627,-1.3866655304067013,0.16554377601802495,Not Significant,0
-14709_6872,-14709,6872,5,41.95338968508535,-87.69986556075662,-1.3371857094337303,0.18116202541997106,Not Significant,0
-14715_6880,-14715,6880,4,41.99346110759678,-87.71542483788971,-1.3090626067225235,0.19051314440256228,Not Significant,0
-14717_6865,-14717,6865,4,41.918306511417136,-87.78933140427196,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14714_6885,-14714,6885,4,42.01849294381506,-87.68819610290679,-0.8856319475986102,0.3758158902672002,Not Significant,0
-14715_6863,-14715,6863,4,41.908279202921875,-87.78155176570542,-0.560018602344379,0.5754667492617265,Not Significant,0
-14677_6824,-14677,6824,4,41.7124319061753,-87.63762845222419,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14676_6816,-14676,6816,4,41.67218410564493,-87.66096736792385,-1.1165941253025629,0.26416790461641204,Not Significant,0
-14677_6825,-14677,6825,4,41.71746111050715,-87.6337386329409,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14699_6848,-14699,6848,4,41.833024181811474,-87.71542483788971,-0.5944622243469757,0.5522030009631229,Not Significant,0
-14718_6875,-14718,6875,4,41.96841942284933,-87.75821285000578,-1.683192977960414,0.09233773974912274,Coldspot 90%,0
-14700_6860,-14700,6860,4,41.893235286577195,-87.67652664505695,-1.3623609414129698,0.17308400383827216,Not Significant,0
-14721_6875,-14721,6875,4,41.96841942284933,-87.78155176570542,-0.8977082865793906,0.3693410904858023,Not Significant,0
-14700_6859,-14700,6859,4,41.88821986019843,-87.68041646434024,-0.20479828516458384,0.8377297268584967,Not Significant,0
-14714_6884,-14714,6884,4,42.01348736449719,-87.69208592219006,-1.620282565501017,0.10517159229689388,Not Significant,0
-14714_6865,-14714,6865,4,41.918306511417136,-87.76599248857232,-0.4592204342516641,0.6460758779412645,Not Significant,0
-14699_6859,-14699,6859,4,41.88821986019843,-87.67263682577367,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14718_6872,-14718,6872,4,41.95338968508535,-87.76988230785561,-1.3475563030065156,0.1778011329931446,Not Significant,0
-14702_6866,-14702,6866,4,41.92331957492203,-87.66874700649038,-1.5933272624222818,0.11108679384226838,Not Significant,0
-14673_6822,-14673,6822,4,41.702372316973985,-87.61428953652451,0.647855026139614,0.5170787214144319,Not Significant,0
-14672_6826,-14672,6826,4,41.72248992131589,-87.59095062082486,-0.29916390385367936,0.7648149893035043,Not Significant,0
-14713_6883,-14713,6883,4,42.00848139120921,-87.68819610290679,-1.828497977367192,0.06747484895510225,Coldspot 90%,0
-14713_6874,-14713,6874,4,41.96340990415634,-87.72320447645627,-1.1001588586887199,0.27126291251785695,Not Significant,0
-14704_6840,-14704,6840,4,41.79285194828349,-87.78544158498869,-1.4245436955745,0.15428914561128093,Not Significant,0
-14702_6869,-14702,6869,4,41.93835640237656,-87.65707754864057,-1.5244400184170883,0.12739882975652694,Not Significant,0
-14671_6815,-14671,6815,4,41.66715135996442,-87.62595899437436,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14700_6842,-14700,6842,4,41.80289736866589,-87.74654339215594,-1.3057305032040318,0.1916442209672753,Not Significant,0
-14679_6824,-14679,6824,4,41.7124319061753,-87.6531877293573,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14694_6846,-14694,6846,4,41.822983485491555,-87.68430628362349,-0.7709919972991571,0.4407116750700546,Not Significant,0
-14697_6837,-14697,6837,4,41.77778086542214,-87.74265357287265,-1.2705689104385314,0.2038820530856098,Not Significant,0
-14710_6867,-14710,6867,4,41.92833224458851,-87.72709429573955,-0.5174875637459418,0.604815848091746,Not Significant,0
-14688_6831,-14688,6831,4,41.74762807223493,-87.69597574147332,-0.9911784409070467,0.3215984558472331,Not Significant,0
-14707_6878,-14707,6878,4,41.98344561547049,-87.66096736792385,-1.1584259881829977,0.24669023878241525,Not Significant,0
-14688_6833,-14688,6833,4,41.757680577663535,-87.68819610290679,-0.04752225401609127,0.9620969942305857,Not Significant,0
-14710_6863,-14710,6863,4,41.908279202921875,-87.74265357287265,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14696_6848,-14696,6848,4,41.833024181811474,-87.69208592219006,-1.3371857094337303,0.18116202541997106,Not Significant,0
-14696_6847,-14696,6847,4,41.828004030498995,-87.69597574147332,-0.3935295225427749,0.6939284234243175,Not Significant,0
-14709_6879,-14709,6879,4,41.9884535585006,-87.67263682577367,-1.683192977960414,0.09233773974912274,Coldspot 90%,0
-14707_6855,-14707,6855,4,41.86815421689773,-87.75043321143923,0.644492283037276,0.519256260147362,Not Significant,0
-14693_6835,-14693,6835,4,41.767731508746834,-87.71931465717297,-1.5244400184170883,0.12739882975652694,Not Significant,0
-14696_6843,-14696,6843,4,41.807919488376285,-87.71153501860644,-1.2428200907446347,0.21393413735482247,Not Significant,0
-14707_6859,-14707,6859,4,41.88821986019843,-87.7348739343061,1.2305263210823918,0.21850007674698335,Not Significant,0
-14678_6817,-14678,6817,4,41.67721645787437,-87.67263682577367,-1.3866655304067013,0.16554377601802495,Not Significant,0
-14692_6859,-14692,6859,4,41.88821986019843,-87.6181793558078,-1.368640915663429,0.17111154766345238,Not Significant,0
-14690_6834,-14690,6834,4,41.762706240002274,-87.69986556075662,-1.1484544720555392,0.2507809975696973,Not Significant,0
-14690_6848,-14690,6848,4,41.833024181811474,-87.64540809079072,-1.5371623298958033,0.12425356254361919,Not Significant,0
-14695_6859,-14695,6859,4,41.88821986019843,-87.64151827150748,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14690_6849,-14690,6849,4,41.83804393942133,-87.64151827150748,-1.5080287651486644,0.13154716510583464,Not Significant,0
-14691_6831,-14691,6831,4,41.74762807223493,-87.71931465717297,-1.4630065343525245,0.14346559095776268,Not Significant,0
-14691_6834,-14691,6834,4,41.762706240002274,-87.70764519932315,-1.857631542114331,0.06322135611178825,Coldspot 90%,0
-14708_6881,-14708,6881,4,41.99846826275177,-87.65707754864057,-0.9733420663755401,0.33038332180422003,Not Significant,0
-14691_6850,-14691,6850,4,41.84306330332091,-87.64540809079072,-1.5080287651486644,0.13154716510583464,Not Significant,0
-14708_6879,-14708,6879,4,41.9884535585006,-87.66485718720713,-1.1292924234358588,0.25877449600009883,Not Significant,0
-14705_6863,-14705,6863,4,41.908279202921875,-87.7037553800399,-0.10961765728599734,0.9127126065594615,Not Significant,0
-14696_6855,-14696,6855,4,41.86815421689773,-87.66485718720713,0.2399851196796694,0.8103417923438037,Not Significant,0
-14697_6838,-14697,6838,4,41.78280495333726,-87.73876375358938,-1.155087821586555,0.2480544648288534,Not Significant,0
-14711_6865,-14711,6865,4,41.918306511417136,-87.74265357287265,-1.274960247171553,0.2023233128018096,Not Significant,0
-14698_6859,-14698,6859,4,41.88821986019843,-87.66485718720713,-0.9911784409070467,0.3215984558472331,Not Significant,0
-14698_6857,-14698,6857,4,41.87818782609015,-87.67263682577367,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14678_6830,-14678,6830,4,41.74260122916078,-87.62206917509108,-0.2844190457688307,0.7760892650173863,Not Significant,0
-14678_6840,-14678,6840,4,41.79285194828349,-87.58317098225831,-1.0554731417371932,0.29120898684545105,Not Significant,0
-14679_6820,-14679,6820,4,41.69231115377578,-87.66874700649038,-1.1169992658258407,0.2639946390995602,Not Significant,0
-14704_6862,-14704,6862,4,41.90326495794641,-87.69986556075662,0.4439200729096417,0.6571003714550909,Not Significant,0
-14694_6832,-14694,6832,4,41.75265452173847,-87.73876375358938,-1.1887657825925566,0.23453184637490798,Not Significant,0
-14693_6860,-14693,6860,4,41.893235286577195,-87.62206917509108,-0.8339024097585541,0.40433597920849373,Not Significant,0
-14680_6828,-14680,6828,4,41.73254636233219,-87.64540809079072,1.143125626840975,0.25298643562965295,Not Significant,0
-14711_6880,-14711,6880,4,41.99346110759678,-87.68430628362349,-1.3057305032040318,0.1916442209672753,Not Significant,0
-14704_6867,-14704,6867,4,41.92833224458851,-87.68041646434024,-1.368640915663429,0.17111154766345238,Not Significant,0
-14692_6852,-14692,6852,4,41.85310084995869,-87.64540809079072,-1.333227376665831,0.18245719782876657,Not Significant,0
-14710_6870,-14710,6870,4,41.9433678904833,-87.71542483788971,-0.8700112003677498,0.3842942833609917,Not Significant,0
-14693_6855,-14693,6855,4,41.86815421689773,-87.64151827150748,-1.7775585966495095,0.0754763789308186,Coldspot 90%,0
-14685_6842,-14685,6842,4,41.80289736866589,-87.62984881365766,0.644492283037276,0.519256260147362,Not Significant,0
-14683_6846,-14683,6846,4,41.822983485491555,-87.59873025939142,-1.0766729323833304,0.28162640892555224,Not Significant,0
-14717_6869,-14717,6869,3,41.93835640237656,-87.77377212713887,-1.4000961218931274,0.16148453622935222,Not Significant,0
-14717_6870,-14717,6870,3,41.9433678904833,-87.76988230785561,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14717_6872,-14717,6872,3,41.95338968508535,-87.76210266928904,-1.5244400184170883,0.12739882975652694,Not Significant,0
-14719_6868,-14719,6868,3,41.93334452040915,-87.79322122355526,-1.4899963964144916,0.13622518345145207,Not Significant,0
-14719_6869,-14719,6869,3,41.93835640237656,-87.78933140427196,-1.4899963964144916,0.13622518345145207,Not Significant,0
-14721_6878,-14721,6878,3,41.98344561547049,-87.76988230785561,-1.2331966628776776,0.21750240013290512,Not Significant,0
-14719_6866,-14719,6866,3,41.92331957492203,-87.80100086212181,-1.5244400184170883,0.12739882975652694,Not Significant,0
-14718_6865,-14718,6865,3,41.918306511417136,-87.79711104283852,-1.2705689104385314,0.2038820530856098,Not Significant,0
-14718_6868,-14718,6868,3,41.93334452040915,-87.78544158498869,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14706_6874,-14706,6874,3,41.96340990415634,-87.66874700649038,-1.0855440595961423,0.27768076060533975,Not Significant,0
-14720_6869,-14720,6869,3,41.93835640237656,-87.79711104283852,-1.558883640419685,0.11902392304188747,Not Significant,0
-14707_6866,-14707,6866,3,41.92331957492203,-87.70764519932315,-0.6340218227344975,0.5260665803883113,Not Significant,0
-14702_6862,-14702,6862,3,41.90326495794641,-87.68430628362349,-0.488353998998803,0.6252991191764061,Not Significant,0
-14707_6854,-14707,6854,3,41.863136821663865,-87.75432303072246,-1.3860499992905078,0.16573163662480406,Not Significant,0
-14719_6875,-14719,6875,3,41.96841942284933,-87.76599248857232,-1.5244400184170883,0.12739882975652694,Not Significant,0
-14712_6871,-14712,6871,3,41.94837898472202,-87.72709429573955,-1.4630065343525245,0.14346559095776268,Not Significant,0
-14717_6867,-14717,6867,3,41.92833224458851,-87.78155176570542,-1.1875595529301364,0.23500698100807815,Not Significant,0
-14707_6880,-14707,6880,3,41.99346110759678,-87.6531877293573,-0.46220128847469677,0.6439369793527332,Not Significant,0
-14712_6870,-14712,6870,3,41.9433678904833,-87.73098411502284,-1.595429459390081,0.11061623265192688,Not Significant,0
-14712_6879,-14712,6879,3,41.9884535585006,-87.69597574147332,-1.368640915663429,0.17111154766345238,Not Significant,0
-14712_6859,-14712,6859,3,41.88821986019843,-87.77377212713887,1.9888094258477818,0.0467222419914568,Hotspot 95%,2
-14704_6870,-14704,6870,3,41.9433678904833,-87.66874700649038,-1.1887657825925566,0.23453184637490798,Not Significant,0
-14710_6880,-14710,6880,3,41.99346110759678,-87.67652664505695,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14710_6871,-14710,6871,3,41.94837898472202,-87.71153501860644,-1.0077856883781369,0.3135573579252282,Not Significant,0
-14703_6873,-14703,6873,3,41.9583999915659,-87.64929791007401,-0.8024472035288556,0.4222943172192455,Not Significant,0
-14703_6872,-14703,6872,3,41.95338968508535,-87.6531877293573,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14703_6871,-14703,6871,3,41.94837898472202,-87.65707754864057,-1.0011130364505865,0.31677216315558887,Not Significant,0
-14703_6866,-14703,6866,3,41.92331957492203,-87.67652664505695,-1.4555527744118948,0.1455162911710961,Not Significant,0
-14714_6868,-14714,6868,3,41.93334452040915,-87.75432303072246,-0.9836245997001642,0.32530012525684016,Not Significant,0
-14714_6874,-14714,6874,3,41.96340990415634,-87.73098411502284,-1.620282565501017,0.10517159229689388,Not Significant,0
-14714_6880,-14714,6880,3,41.99346110759678,-87.70764519932315,-1.5371623298958033,0.12425356254361919,Not Significant,0
-14709_6874,-14709,6874,3,41.96340990415634,-87.69208592219006,-1.88676510686147,0.05919192626117131,Coldspot 90%,0
-14705_6869,-14705,6869,3,41.93835640237656,-87.68041646434024,-1.55737215304162,0.11938215366425897,Not Significant,0
-14705_6871,-14705,6871,3,41.94837898472202,-87.67263682577367,-1.2705689104385314,0.2038820530856098,Not Significant,0
-14709_6871,-14709,6871,3,41.94837898472202,-87.7037553800399,-1.2488910423963142,0.21170492833880195,Not Significant,0
-14715_6870,-14715,6870,3,41.9433678904833,-87.75432303072246,-1.9158986716086088,0.05537799461998638,Coldspot 90%,0
-14715_6875,-14715,6875,3,41.96841942284933,-87.7348739343061,-1.7146481841901124,0.08640974888662245,Coldspot 90%,0
-14716_6872,-14716,6872,3,41.95338968508535,-87.75432303072246,-1.857631542114331,0.06322135611178825,Coldspot 90%,0
-14716_6873,-14716,6873,3,41.9583999915659,-87.75043321143923,-1.558883640419685,0.11902392304188747,Not Significant,0
-14703_6860,-14703,6860,3,41.893235286577195,-87.69986556075662,0.2982522491739472,0.7655106462431818,Not Significant,0
-14657_6812,-14657,6812,3,41.652050762297264,-87.52871351229244,-0.8977082865793906,0.3693410904858023,Not Significant,0
-14702_6844,-14702,6844,3,41.8129412144225,-87.75432303072246,-0.07799377546452911,0.9378330043708853,Not Significant,0
-14671_6820,-14671,6820,3,41.69231115377578,-87.60650989795798,-0.7395367910694586,0.4595811077473808,Not Significant,0
-14658_6812,-14658,6812,3,41.652050762297264,-87.53649315085902,-1.1887657825925566,0.23453184637490798,Not Significant,0
-14697_6858,-14697,6858,3,41.88320404003357,-87.66096736792385,-1.1800037983911207,0.23799870419397307,Not Significant,0
-14697_6860,-14697,6860,3,41.893235286577195,-87.6531877293573,-1.3057305032040318,0.1916442209672753,Not Significant,0
-14670_6814,-14670,6814,3,41.66211822084091,-87.62206917509108,-1.4000961218931274,0.16148453622935222,Not Significant,0
-14697_6861,-14697,6861,3,41.89825031916235,-87.64929791007401,-0.01606704778639275,0.9871809021776645,Not Significant,0
-14669_6828,-14669,6828,3,41.73254636233219,-87.55983206655863,0.3856529434153639,0.6997537174751789,Not Significant,0
-14669_6814,-14669,6814,3,41.66211822084091,-87.61428953652451,-0.8011239563625563,0.4230598886570196,Not Significant,0
-14698_6841,-14698,6841,3,41.797874855299035,-87.7348739343061,-1.5662958946429422,0.11727936166587694,Not Significant,0
-14698_6844,-14698,6844,3,41.8129412144225,-87.72320447645627,-1.1165941253025629,0.26416790461641204,Not Significant,0
-14694_6836,-14694,6836,3,41.7727563838894,-87.72320447645627,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14682_6837,-14682,6837,3,41.77778086542214,-87.62595899437436,1.5509955333009198,0.12090275439147091,Not Significant,0
-14682_6844,-14682,6844,3,41.8129412144225,-87.59873025939142,-0.8088232112173308,0.4186168430240276,Not Significant,0
-14698_6856,-14698,6856,3,41.87317121837568,-87.67652664505695,-1.1001588586887199,0.27126291251785695,Not Significant,0
-14682_6845,-14682,6845,3,41.817962546796814,-87.59484044010813,-1.4555527744118948,0.1455162911710961,Not Significant,0
-14668_6811,-14668,6811,3,41.64701644289333,-87.6181793558078,-1.0396067327345786,0.29852264764191805,Not Significant,0
-14699_6841,-14699,6841,3,41.797874855299035,-87.74265357287265,-1.7146481841901124,0.08640974888662245,Coldspot 90%,0
-14683_6845,-14683,6845,3,41.817962546796814,-87.6026200786747,-0.4300868695045252,0.6671324511306922,Not Significant,0
-14680_6822,-14680,6822,3,41.702372316973985,-87.66874700649038,-1.5015310881424841,0.13321825206274518,Not Significant,0
-14680_6820,-14680,6820,3,41.69231115377578,-87.67652664505695,-1.3090626067225235,0.19051314440256228,Not Significant,0
-14699_6867,-14699,6867,3,41.92833224458851,-87.64151827150748,-1.8404690091089067,0.06569941009575664,Coldspot 90%,0
-14671_6821,-14671,6821,3,41.6973419321205,-87.6026200786747,-1.0422293103807336,0.2973053769972551,Not Significant,0
-14695_6836,-14695,6836,3,41.7727563838894,-87.73098411502284,-1.421109152409298,0.1552850296622883,Not Significant,0
-14677_6817,-14677,6817,3,41.67721645787437,-87.66485718720713,-1.2428200907446347,0.21393413735482247,Not Significant,0
-14694_6858,-14694,6858,3,41.88320404003357,-87.63762845222419,-1.1292924234358588,0.25877449600009883,Not Significant,0
-14674_6829,-14674,6829,3,41.7375739925239,-87.59484044010813,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14674_6828,-14674,6828,3,41.73254636233219,-87.59873025939142,0.5313207671510584,0.5951965168138877,Not Significant,0
-14673_6828,-14673,6828,3,41.73254636233219,-87.59095062082486,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14696_6841,-14696,6841,3,41.797874855299035,-87.71931465717297,-1.4497616356543865,0.14712500125850103,Not Significant,0
-14673_6824,-14673,6824,3,41.7124319061753,-87.60650989795798,-0.9597232346773482,0.33719452629273805,Not Significant,0
-14673_6814,-14673,6814,3,41.66211822084091,-87.64540809079072,-0.7701508587466338,0.4412104100569527,Not Significant,0
-14696_6850,-14696,6850,3,41.84306330332091,-87.68430628362349,-0.8011239563625563,0.4230598886570196,Not Significant,0
-14672_6825,-14672,6825,3,41.71746111050715,-87.59484044010813,-1.2488910423963142,0.21170492833880195,Not Significant,0
-14679_6819,-14679,6819,3,41.68727998194784,-87.67263682577367,-1.1484544720555392,0.2507809975696973,Not Significant,0
-14696_6863,-14696,6863,3,41.908279202921875,-87.6337386329409,-0.42370759219070464,0.6717790775502703,Not Significant,0
-14691_6856,-14691,6856,3,41.87317121837568,-87.62206917509108,-1.3057305032040318,0.1916442209672753,Not Significant,0
-14697_6841,-14697,6841,3,41.797874855299035,-87.72709429573955,-1.304093811918692,0.19220159851300256,Not Significant,0
-14697_6847,-14697,6847,3,41.828004030498995,-87.7037553800399,-0.4566877363365886,0.6478955068212184,Not Significant,0
-14679_6823,-14679,6823,3,41.70740230832825,-87.65707754864057,-1.4630065343525245,0.14346559095776268,Not Significant,0
-14693_6847,-14693,6847,3,41.828004030498995,-87.67263682577367,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14693_6850,-14693,6850,3,41.84306330332091,-87.66096736792385,-1.55737215304162,0.11938215366425897,Not Significant,0
-14695_6856,-14695,6856,3,41.87317121837568,-87.6531877293573,-1.3057305032040318,0.1916442209672753,Not Significant,0
-14692_6847,-14692,6847,3,41.828004030498995,-87.66485718720713,-1.3522219084041045,0.17630433718636596,Not Significant,0
-14692_6850,-14692,6850,3,41.84306330332091,-87.6531877293573,-1.3914945061601087,0.16407552444355433,Not Significant,0
-14689_6849,-14689,6849,3,41.83804393942133,-87.6337386329409,-1.071025293941581,0.2841580566743165,Not Significant,0
-14689_6847,-14689,6847,3,41.828004030498995,-87.64151827150748,-1.333227376665831,0.18245719782876657,Not Significant,0
-14701_6862,-14701,6862,3,41.90326495794641,-87.67652664505695,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14690_6847,-14690,6847,3,41.828004030498995,-87.64929791007401,-1.5244400184170883,0.12739882975652694,Not Significant,0
-14690_6851,-14690,6851,3,41.84808227350258,-87.6337386329409,-0.16788478678027513,0.8666739186439942,Not Significant,0
-14690_6854,-14690,6854,3,41.863136821663865,-87.62206917509108,-1.3177782864015077,0.18757787871500353,Not Significant,0
-14688_6848,-14688,6848,3,41.833024181811474,-87.62984881365766,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14700_6870,-14700,6870,3,41.9433678904833,-87.63762845222419,-1.1887657825925566,0.23453184637490798,Not Significant,0
-14688_6845,-14688,6845,3,41.817962546796814,-87.64151827150748,-0.9597232346773482,0.33719452629273805,Not Significant,0
-14691_6845,-14691,6845,3,41.817962546796814,-87.66485718720713,0.12885383770755643,0.8974733042391327,Not Significant,0
-14691_6851,-14691,6851,3,41.84808227350258,-87.64151827150748,-1.6536965888843589,0.09818917608769517,Coldspot 90%,0
-14692_6831,-14692,6831,3,41.74762807223493,-87.72709429573955,-1.7702308478729143,0.07668869247195276,Coldspot 90%,0
-14690_6829,-14690,6829,3,41.7375739925239,-87.71931465717297,-1.0554731417371932,0.29120898684545105,Not Significant,0
-14664_6822,-14664,6822,3,41.702372316973985,-87.54427278942553,-0.6931634661786495,0.48820697246699396,Not Significant,0
-14700_6864,-14700,6864,3,41.91329305408127,-87.66096736792385,-1.4555527744118948,0.1455162911710961,Not Significant,0
-14692_6856,-14692,6856,3,41.87317121837568,-87.62984881365766,-0.9597232346773482,0.33719452629273805,Not Significant,0
-14692_6858,-14692,6858,3,41.88320404003357,-87.62206917509108,-0.6633494683521692,0.5071067611289608,Not Significant,0
-14692_6860,-14692,6860,3,41.893235286577195,-87.61428953652451,-1.4555527744118948,0.1455162911710961,Not Significant,0
-14701_6870,-14701,6870,3,41.9433678904833,-87.64540809079072,-1.4630065343525245,0.14346559095776268,Not Significant,0
-14687_6844,-14687,6844,3,41.8129412144225,-87.63762845222419,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14687_6829,-14687,6829,3,41.7375739925239,-87.69597574147332,-1.2488910423963142,0.21170492833880195,Not Significant,0
-14700_6837,-14700,6837,3,41.77778086542214,-87.76599248857232,-1.5015310881424841,0.13321825206274518,Not Significant,0
-14690_6844,-14690,6844,2,41.8129412144225,-87.66096736792385,1.3179270153238085,0.18752808114543962,Not Significant,0
-14678_6835,-14678,6835,2,41.767731508746834,-87.6026200786747,1.0265913678524197,0.3046129204208583,Not Significant,0
-14708_6872,-14708,6872,2,41.95338968508535,-87.69208592219006,-1.558883640419685,0.11902392304188747,Not Significant,0
-14708_6875,-14708,6875,2,41.96841942284933,-87.68041646434024,-1.9158986716086088,0.05537799461998638,Coldspot 90%,0
-14712_6866,-14712,6866,2,41.92331957492203,-87.74654339215594,-0.8962239054587475,0.37013319056883986,Not Significant,0
-14708_6877,-14708,6877,2,41.97843727851371,-87.67263682577367,-1.871924215338605,0.06121708890838806,Coldspot 90%,0
-14708_6873,-14708,6873,2,41.9583999915659,-87.68819610290679,-1.809013802879208,0.07044885901220366,Coldspot 90%,0
-14691_6853,-14691,6853,2,41.85811903268165,-87.6337386329409,-1.1875595529301364,0.23500698100807815,Not Significant,0
-14691_6835,-14691,6835,2,41.767731508746834,-87.7037553800399,-1.5080287651486644,0.13154716510583464,Not Significant,0
-14702_6841,-14702,6841,2,41.797874855299035,-87.76599248857232,-1.0999040220223144,0.2713739421230361,Not Significant,0
-14689_6844,-14689,6844,2,41.8129412144225,-87.6531877293573,-1.1484544720555392,0.2507809975696973,Not Significant,0
-14711_6882,-14711,6882,2,42.00347502395832,-87.67652664505695,-1.2113648845149363,0.22575559137994228,Not Significant,0
-14685_6848,-14685,6848,2,41.833024181811474,-87.60650989795798,-1.0766729323833304,0.28162640892555224,Not Significant,0
-14686_6830,-14686,6830,2,41.74260122916078,-87.68430628362349,-1.368640915663429,0.17111154766345238,Not Significant,0
-14684_6847,-14684,6847,2,41.828004030498995,-87.6026200786747,-0.9044548223703466,0.3657542796403739,Not Significant,0
-14677_6838,-14677,6838,2,41.78280495333726,-87.58317098225831,-0.7444569797413456,0.4566000583575951,Not Significant,0
-14687_6849,-14687,6849,2,41.83804393942133,-87.6181793558078,-1.041891729194442,0.2974618791268735,Not Significant,0
-14688_6829,-14688,6829,2,41.7375739925239,-87.7037553800399,-1.3177782864015077,0.18757787871500353,Not Significant,0
-14711_6866,-14711,6866,2,41.92331957492203,-87.73876375358938,-1.1584259881829977,0.24669023878241525,Not Significant,0
-14711_6868,-14711,6868,2,41.93334452040915,-87.73098411502284,-1.1292924234358588,0.25877449600009883,Not Significant,0
-14681_6825,-14681,6825,2,41.71746111050715,-87.66485718720713,-1.494461740582223,0.13505497468857608,Not Significant,0
-14711_6873,-14711,6873,2,41.9583999915659,-87.71153501860644,-0.8088232112173308,0.4186168430240276,Not Significant,0
-14710_6864,-14710,6864,2,41.91329305408127,-87.73876375358938,-0.6340218227344975,0.5260665803883113,Not Significant,0
-14689_6829,-14689,6829,2,41.7375739925239,-87.71153501860644,-1.3860499992905078,0.16573163662480406,Not Significant,0
-14689_6830,-14689,6830,2,41.74260122916078,-87.70764519932315,-1.1169992658258407,0.2639946390995602,Not Significant,0
-14710_6877,-14710,6877,2,41.97843727851371,-87.68819610290679,-1.4899963964144916,0.13622518345145207,Not Significant,0
-14709_6883,-14709,6883,2,42.00848139120921,-87.65707754864057,-0.7316571624626417,0.46437784897150536,Not Significant,0
-14711_6877,-14711,6877,2,41.97843727851371,-87.69597574147332,-1.4899963964144916,0.13622518345145207,Not Significant,0
