hex_id,hex_q,hex_r,count,centroid_lat,centroid_lon,gi_z,gi_p,hotspot_tier,zone_id
-14688_6836,-14688,6836,21,41.7727563838894,-87.67652664505695,3.0368073354050034,0.002390982264105057,Hotspot 99%,1
-14683_6842,-14683,6842,21,41.80289736866589,-87.61428953652451,2.3745286256706946,0.017571373667622625,Hotspot 95%,1
-14675_6830,-14675,6830,21,41.74260122916078,-87.59873025939142,2.86200594692217,0.004209690080677397,Hotspot 99%,1
-14670_6829,-14670,6829,21,41.7375739925239,-87.56372188584191,0.6187214613924751,0.5360998692269061,Not Significant,0
-14700_6853,-14700,6853,21,41.85811903268165,-87.7037553800399,3.5612115008535037,0.00036914757107564533,Hotspot 99%,2
-14700_6850,-14700,6850,20,41.84306330332091,-87.71542483788971,2.308468216726531,0.02097310862748314,Hotspot 95%,2
-14678_6829,-14678,6829,20,41.7375739925239,-87.62595899437436,-0.6340218227344975,0.5260665803883113,Not Significant,0
-14688_6842,-14688,6842,20,41.80289736866589,-87.6531877293573,1.1139920620938362,0.2652825920599171,Not Significant,0
-14673_6833,-14673,6833,20,41.757680577663535,-87.57150152440849,3.2990094181292533,0.0009702665593227522,Hotspot 99%,1
-14672_6827,-14672,6827,20,41.72751833859355,-87.5870608015416,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14693_6843,-14693,6843,20,41.807919488376285,-87.68819610290679,-0.13875122203313622,0.889646740204872,Not Significant,0
-14687_6841,-14687,6841,20,41.797874855299035,-87.64929791007401,2.4250024757150865,0.015308282360172454,Hotspot 95%,1
-14675_6818,-14675,6818,20,41.68224841664468,-87.64540809079072,0.8226564146224473,0.41070340757505464,Not Significant,0
-14701_6844,-14701,6844,20,41.8129412144225,-87.74654339215594,-0.6766263786100616,0.4986430381406117,Not Significant,0
-14674_6820,-14674,6820,20,41.69231115377578,-87.62984881365766,2.2210675224851144,0.02634638837220571,Hotspot 95%,3
-14686_6845,-14686,6845,20,41.817962546796814,-87.62595899437436,1.1139920620938362,0.2652825920599171,Not Significant,0
-14676_6833,-14676,6833,20,41.757680577663535,-87.59484044010813,2.658070993692198,0.007858933604620422,Hotspot 99%,1
-14683_6837,-14683,6837,19,41.77778086542214,-87.6337386329409,0.2982522491739472,0.7655106462431818,Not Significant,0
-14691_6838,-14691,6838,19,41.78280495333726,-87.69208592219006,3.5903450656006424,0.00033024048225693825,Hotspot 99%,1
-14672_6834,-14672,6834,19,41.762706240002274,-87.55983206655863,2.7810127319075075,0.00541896118738161,Hotspot 99%,1
-14673_6816,-14673,6816,19,41.67218410564493,-87.63762845222419,0.8809235441167251,0.37835920321979977,Not Significant,0
-14709_6866,-14709,6866,19,41.92331957492203,-87.72320447645627,0.12345086069111383,0.9017500840414285,Not Significant,0
-14697_6863,-14697,6863,19,41.908279202921875,-87.64151827150748,0.09441021570495967,0.924783301094448,Not Significant,0
-14713_6861,-14713,6861,19,41.89825031916235,-87.77377212713887,2.161027535860766,0.030693212425628502,Hotspot 95%,2
-14673_6827,-14673,6827,19,41.72751833859355,-87.59484044010813,0.18171799018539161,0.8558040469086086,Not Significant,0
-14679_6834,-14679,6834,19,41.762706240002274,-87.61428953652451,2.7746052526807534,0.005526874684527838,Hotspot 99%,1
-14685_6836,-14685,6836,19,41.7727563838894,-87.6531877293573,3.706879324589198,0.00020982886263198886,Hotspot 99%,1
-14709_6863,-14709,6863,19,41.908279202921875,-87.7348739343061,0.9974578031052806,0.31854234611014176,Not Significant,0
-14694_6854,-14694,6854,19,41.863136821663865,-87.6531877293573,1.3179270153238085,0.18752808114543962,Not Significant,0
-14708_6861,-14708,6861,19,41.89825031916235,-87.7348739343061,1.6383962275423365,0.1013390656033124,Not Significant,0
-14677_6835,-14677,6835,19,41.767731508746834,-87.59484044010813,1.3470605800709474,0.17796072263949014,Not Significant,0
-14682_6834,-14682,6834,19,41.762706240002274,-87.63762845222419,3.4738108066120867,0.0005131227008996486,Hotspot 99%,1
-14676_6835,-14676,6835,19,41.767731508746834,-87.5870608015416,3.4738108066120867,0.0005131227008996486,Hotspot 99%,1
-14677_6831,-14677,6831,19,41.74762807223493,-87.61039971724124,4.901355479221893,9.517765431343861e-07,Hotspot 99%,1
-14668_6829,-14668,6829,19,41.7375739925239,-87.5481626087088,1.682514088617327,0.0924691953053649,Hotspot 90%,0
-14675_6824,-14675,6824,19,41.7124319061753,-87.62206917509108,0.32738581392108607,0.7433760946706038,Not Significant,0
-14705_6875,-14705,6875,19,41.96841942284933,-87.65707754864057,0.5313207671510584,0.5951965168138877,Not Significant,0
-14689_6834,-14689,6834,19,41.762706240002274,-87.69208592219006,0.42430583942938643,0.6713427811198063,Not Significant,0
-14681_6830,-14681,6830,19,41.74260122916078,-87.64540809079072,1.4344612743123641,0.15144067261704097,Not Significant,0
-14708_6863,-14708,6863,19,41.908279202921875,-87.72709429573955,2.4250024757150865,0.015308282360172454,Hotspot 95%,2
-14695_6852,-14695,6852,19,41.85310084995869,-87.66874700649038,0.455761045659085,0.6485618188684568,Not Significant,0
-14673_6832,-14673,6832,19,41.75265452173847,-87.57539134369176,1.8131976160251697,0.06980134741089516,Hotspot 90%,0
-14714_6863,-14714,6863,18,41.908279202921875,-87.77377212713887,0.7352557203810306,0.4621837698819702,Not Significant,0
-14681_6832,-14681,6832,18,41.75265452173847,-87.63762845222419,2.1336668282436975,0.03287006328604836,Hotspot 95%,1
-14682_6828,-14682,6828,18,41.73254636233219,-87.66096736792385,1.172259191588114,0.24109301023990315,Not Significant,0
-14700_6858,-14700,6858,18,41.88320404003357,-87.68430628362349,1.1163203764827538,0.2642850225283331,Not Significant,0
-14680_6834,-14680,6834,18,41.762706240002274,-87.62206917509108,2.891139511669309,0.0038384768009800396,Hotspot 99%,1
-14687_6845,-14687,6845,18,41.817962546796814,-87.6337386329409,0.09431729594397492,0.9248571109837065,Not Significant,0
-14697_6851,-14697,6851,18,41.84808227350258,-87.68819610290679,0.5021872024039195,0.6155358442285401,Not Significant,0
-14680_6829,-14680,6829,18,41.7375739925239,-87.64151827150748,1.0848584973466975,0.2779843320687707,Not Significant,0
-14685_6845,-14685,6845,18,41.817962546796814,-87.6181793558078,0.9974578031052806,0.31854234611014176,Not Significant,0
-14709_6856,-14709,6856,18,41.87317121837568,-87.76210266928904,2.126583913858169,0.03345467023065818,Hotspot 95%,2
-14692_6841,-14692,6841,18,41.797874855299035,-87.68819610290679,0.1525844254382527,0.878726007866496,Not Significant,0
-14687_6834,-14687,6834,18,41.762706240002274,-87.67652664505695,1.4344612743123641,0.15144067261704097,Not Significant,0
-14699_6852,-14699,6852,18,41.85310084995869,-87.69986556075662,1.9005983102665864,0.057354647017299865,Hotspot 90%,0
-14676_6819,-14676,6819,18,41.68727998194784,-87.64929791007401,0.2399851196796694,0.8103417923438037,Not Significant,0
-14698_6852,-14698,6852,17,41.85310084995869,-87.69208592219006,0.9974578031052806,0.31854234611014176,Not Significant,0
-14704_6859,-14704,6859,17,41.88821986019843,-87.71153501860644,3.8525471483248928,0.00011689545920612332,Hotspot 99%,2
-14684_6845,-14684,6845,17,41.817962546796814,-87.61039971724124,0.5021872024039195,0.6155358442285401,Not Significant,0
-14703_6851,-14703,6851,17,41.84808227350258,-87.7348739343061,1.506598717811427,0.13191354627005514,Not Significant,0
-14684_6838,-14684,6838,17,41.78280495333726,-87.63762845222419,1.0557249325995586,0.29109390278569847,Not Significant,0
-14672_6816,-14672,6816,17,41.67218410564493,-87.62984881365766,1.1139920620938362,0.2652825920599171,Not Significant,0
-14683_6830,-14683,6830,17,41.74260122916078,-87.66096736792385,2.3667353462208087,0.017945760421526957,Hotspot 95%,1
-14687_6846,-14687,6846,17,41.822983485491555,-87.62984881365766,1.0265913678524197,0.3046129204208583,Not Significant,0
-14695_6855,-14695,6855,17,41.86815421689773,-87.65707754864057,0.7061221556338917,0.4801121746745951,Not Significant,0
-14711_6863,-14711,6863,17,41.908279202921875,-87.75043321143923,1.0848584973466975,0.2779843320687707,Not Significant,0
-14704_6853,-14704,6853,17,41.85811903268165,-87.7348739343061,2.608794621894524,0.0090861757241405,Hotspot 99%,2
-14682_6829,-14682,6829,17,41.7375739925239,-87.65707754864057,1.8131976160251697,0.06980134741089516,Hotspot 90%,0
-14677_6820,-14677,6820,17,41.69231115377578,-87.6531877293573,-0.5174875637459418,0.604815848091746,Not Significant,0
-14703_6863,-14703,6863,16,41.908279202921875,-87.68819610290679,0.12345086069111383,0.9017500840414285,Not Significant,0
-14675_6821,-14675,6821,16,41.6973419321205,-87.6337386329409,1.4053277095652252,0.15992385221837657,Not Significant,0
-14702_6849,-14702,6849,16,41.83804393942133,-87.7348739343061,1.231049741790653,0.2183042609084389,Not Significant,0
-14686_6847,-14686,6847,16,41.828004030498995,-87.6181793558078,0.47305363765678055,0.6361749123726144,Not Significant,0
-14682_6842,-14682,6842,16,41.80289736866589,-87.60650989795798,0.5501266643481805,0.5822324990833159,Not Significant,0
-14708_6865,-14708,6865,16,41.918306511417136,-87.71931465717297,0.32738581392108607,0.7433760946706038,Not Significant,0
-14668_6813,-14668,6813,16,41.6570846882825,-87.61039971724124,0.518671458118482,0.603989868542949,Not Significant,0
-14706_6859,-14706,6859,16,41.88821986019843,-87.72709429573955,3.2407422886349755,0.001192189104584962,Hotspot 99%,2
-14707_6879,-14707,6879,16,41.9884535585006,-87.65707754864057,-0.9282680284476497,0.3532685541249778,Not Significant,0
-14714_6864,-14714,6864,16,41.91329305408127,-87.76988230785561,0.47305363765678055,0.6361749123726144,Not Significant,0
-14679_6828,-14679,6828,16,41.73254636233219,-87.63762845222419,-0.22615191627455292,0.821083267017692,Not Significant,0
-14684_6839,-14684,6839,16,41.78782864762697,-87.6337386329409,1.8423311807723086,0.06542672149581841,Hotspot 90%,0
-14685_6843,-14685,6843,16,41.807919488376285,-87.62595899437436,0.9974578031052806,0.31854234611014176,Not Significant,0
-14694_6841,-14694,6841,16,41.797874855299035,-87.7037553800399,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14699_6857,-14699,6857,16,41.87818782609015,-87.68041646434024,1.0848584973466975,0.2779843320687707,Not Significant,0
-14694_6853,-14694,6853,16,41.85811903268165,-87.65707754864057,1.8714647455194475,0.061280691983058855,Hotspot 90%,0
-14687_6847,-14687,6847,16,41.828004030498995,-87.62595899437436,0.5313207671510584,0.5951965168138877,Not Significant,0
-14688_6835,-14688,6835,16,41.767731508746834,-87.68041646434024,2.658070993692198,0.007858933604620422,Hotspot 99%,1
-14691_6840,-14691,6840,16,41.79285194828349,-87.68430628362349,1.172259191588114,0.24109301023990315,Not Significant,0
-14713_6864,-14713,6864,16,41.91329305408127,-87.76210266928904,0.939190673611003,0.34763285655674814,Not Significant,0
-14694_6844,-14694,6844,16,41.8129412144225,-87.69208592219006,0.32738581392108607,0.7433760946706038,Not Significant,0
-14685_6840,-14685,6840,15,41.79285194828349,-87.63762845222419,1.8714647455194475,0.061280691983058855,Hotspot 90%,0
-14708_6866,-14708,6866,15,41.92331957492203,-87.71542483788971,-0.05135052779171955,0.9590462058273219,Not Significant,0
-14705_6874,-14705,6874,15,41.96340990415634,-87.66096736792385,0.09431729594397492,0.9248571109837065,Not Significant,0
-14674_6816,-14674,6816,15,41.67218410564493,-87.64540809079072,0.0782985709027028,0.9375905542290899,Not Significant,0
-14679_6833,-14679,6833,15,41.757680577663535,-87.6181793558078,2.7163381231864756,0.0066008466003801836,Hotspot 99%,1
-14689_6852,-14689,6852,15,41.85310084995869,-87.62206917509108,-0.1418878727051868,0.8871685735778849,Not Significant,0
-14673_6830,-14673,6830,15,41.74260122916078,-87.58317098225831,-0.22615191627455292,0.821083267017692,Not Significant,0
-14696_6845,-14696,6845,15,41.817962546796814,-87.7037553800399,0.4872162518887835,0.6261050894083562,Not Significant,0
-14699_6856,-14699,6856,15,41.87317121837568,-87.68430628362349,0.9683242383581417,0.3328824632629903,Not Significant,0
-14704_6861,-14704,6861,15,41.89825031916235,-87.7037553800399,1.2887934505766696,0.197469903562268,Not Significant,0
-14674_6817,-14674,6817,15,41.67721645787437,-87.64151827150748,1.2596598858295307,0.20779208211089473,Not Significant,0
-14689_6841,-14689,6841,15,41.797874855299035,-87.66485718720713,2.949406641163587,0.0031838475016090495,Hotspot 99%,1
-14672_6829,-14672,6829,15,41.7375739925239,-87.57928116297502,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14684_6833,-14684,6833,15,41.757680577663535,-87.65707754864057,3.12420802964642,0.0017828436039215578,Hotspot 99%,1
-14690_6852,-14690,6852,15,41.85310084995869,-87.62984881365766,-0.22615191627455292,0.821083267017692,Not Significant,0
-14704_6863,-14704,6863,15,41.908279202921875,-87.69597574147332,0.32738581392108607,0.7433760946706038,Not Significant,0
-14705_6862,-14705,6862,15,41.90326495794641,-87.70764519932315,0.9683242383581417,0.3328824632629903,Not Significant,0
-14674_6819,-14674,6819,15,41.68727998194784,-87.6337386329409,1.754930486530892,0.0792711987089918,Hotspot 90%,0
-14680_6830,-14680,6830,15,41.74260122916078,-87.63762845222419,0.910057108863864,0.3627923927171963,Not Significant,0
-14686_6837,-14686,6837,15,41.77778086542214,-87.65707754864057,3.3281429828763924,0.0008742698280401751,Hotspot 99%,1
-14689_6837,-14689,6837,15,41.77778086542214,-87.68041646434024,3.3281429828763924,0.0008742698280401751,Hotspot 99%,1
-14677_6822,-14677,6822,15,41.702372316973985,-87.64540809079072,-0.3306191100833779,0.7409322095159165,Not Significant,0
-14691_6841,-14691,6841,15,41.797874855299035,-87.68041646434024,1.6092626627951976,0.10755891960285369,Not Significant,0
-14705_6859,-14705,6859,15,41.88821986019843,-87.71931465717297,4.639153396497643,3.4983932322152356e-06,Hotspot 99%,2
-14695_6844,-14695,6844,15,41.8129412144225,-87.69986556075662,0.006916601702558241,0.9944813942894528,Not Significant,0
-14713_6875,-14713,6875,15,41.96841942284933,-87.71931465717297,-0.5757546932402197,0.5647810012501586,Not Significant,0
-14681_6831,-14681,6831,15,41.74762807223493,-87.64151827150748,1.3761941448180863,0.16876153437362484,Not Significant,0
-14715_6866,-14715,6866,14,41.92331957492203,-87.76988230785561,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14666_6813,-14666,6813,14,41.6570846882825,-87.59484044010813,0.5001411186251065,0.6169757150080963,Not Significant,0
-14709_6868,-14709,6868,14,41.93334452040915,-87.71542483788971,-0.3718197400102474,0.7100270653397973,Not Significant,0
-14683_6828,-14683,6828,14,41.73254636233219,-87.66874700649038,1.0588316317776691,0.2896764650690513,Not Significant,0
-14695_6861,-14695,6861,14,41.89825031916235,-87.6337386329409,0.1525844254382527,0.878726007866496,Not Significant,0
-14677_6823,-14677,6823,14,41.70740230832825,-87.64151827150748,-0.10961765728599734,0.9127126065594615,Not Significant,0
-14679_6827,-14679,6827,14,41.72751833859355,-87.64151827150748,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14668_6830,-14668,6830,14,41.74260122916078,-87.54427278942553,1.4624835257249098,0.14360875557092734,Not Significant,0
-14676_6823,-14676,6823,14,41.70740230832825,-87.6337386329409,1.0557249325995586,0.29109390278569847,Not Significant,0
-14685_6846,-14685,6846,14,41.822983485491555,-87.61428953652451,0.8809235441167251,0.37835920321979977,Not Significant,0
-14675_6819,-14675,6819,14,41.68727998194784,-87.64151827150748,0.8809235441167251,0.37835920321979977,Not Significant,0
-14674_6831,-14674,6831,14,41.74762807223493,-87.5870608015416,0.7061221556338917,0.4801121746745951,Not Significant,0
-14678_6837,-14678,6837,14,41.77778086542214,-87.59484044010813,0.6769885908867529,0.49841319320275046,Not Significant,0
-14685_6838,-14685,6838,14,41.78280495333726,-87.64540809079072,3.3281429828763924,0.0008742698280401751,Hotspot 99%,1
-14679_6825,-14679,6825,14,41.71746111050715,-87.64929791007401,-0.4592204342516641,0.6460758779412645,Not Significant,0
-14694_6845,-14694,6845,14,41.817962546796814,-87.68819610290679,-0.23625349139428234,0.8132359739365334,Not Significant,0
-14710_6883,-14710,6883,14,42.00848139120921,-87.66485718720713,-0.8670903407116086,0.3858925126392019,Not Significant,0
-14671_6830,-14671,6830,14,41.74260122916078,-87.5676117051252,0.5604543318981973,0.5751695811671027,Not Significant,0
-14681_6828,-14681,6828,14,41.73254636233219,-87.6531877293573,1.0848584973466975,0.2779843320687707,Not Significant,0
-14696_6852,-14696,6852,14,41.85310084995869,-87.67652664505695,0.1525844254382527,0.878726007866496,Not Significant,0
-14687_6848,-14687,6848,13,41.833024181811474,-87.62206917509108,-0.4592204342516641,0.6460758779412645,Not Significant,0
-14684_6846,-14684,6846,13,41.822983485491555,-87.60650989795798,-0.488353998998803,0.6252991191764061,Not Significant,0
-14685_6841,-14685,6841,13,41.797874855299035,-87.6337386329409,0.3299402207402909,0.741445131853721,Not Significant,0
-14710_6862,-14710,6862,13,41.90326495794641,-87.74654339215594,1.6092626627951976,0.10755891960285369,Not Significant,0
-14690_6836,-14690,6836,13,41.7727563838894,-87.69208592219006,2.33760178147367,0.019407915451284063,Hotspot 95%,1
-14686_6843,-14686,6843,13,41.807919488376285,-87.6337386329409,-0.48789514123187044,0.6256241162340135,Not Significant,0
-14684_6830,-14684,6830,13,41.74260122916078,-87.66874700649038,1.4053277095652252,0.15992385221837657,Not Significant,0
-14709_6864,-14709,6864,13,41.91329305408127,-87.73098411502284,0.006916601702558241,0.9944813942894528,Not Significant,0
-14676_6829,-14676,6829,13,41.7375739925239,-87.61039971724124,0.5895878966453362,0.5554669680580018,Not Significant,0
-14675_6831,-14675,6831,13,41.74762807223493,-87.59484044010813,3.415543677117809,0.0006365482006895906,Hotspot 99%,1
-14666_6822,-14666,6822,13,41.702372316973985,-87.55983206655863,-0.8011239563625563,0.4230598886570196,Not Significant,0
-14678_6819,-14678,6819,13,41.68727998194784,-87.66485718720713,-0.8088232112173308,0.4186168430240276,Not Significant,0
-14712_6874,-14712,6874,13,41.96340990415634,-87.71542483788971,-0.6340218227344975,0.5260665803883113,Not Significant,0
-14667_6828,-14667,6828,13,41.73254636233219,-87.54427278942553,0.6926096000450671,0.4885545840752379,Not Significant,0
-14676_6824,-14676,6824,13,41.7124319061753,-87.62984881365766,0.2399851196796694,0.8103417923438037,Not Significant,0
-14692_6857,-14692,6857,13,41.87818782609015,-87.62595899437436,-0.8024472035288556,0.4222943172192455,Not Significant,0
-14668_6812,-14668,6812,13,41.652050762297264,-87.61428953652451,-0.5508055536912675,0.5817669766398448,Not Significant,0
-14675_6829,-14675,6829,13,41.7375739925239,-87.6026200786747,0.6769885908867529,0.49841319320275046,Not Significant,0
-14680_6827,-14680,6827,13,41.72751833859355,-87.64929791007401,-0.16788478678027513,0.8666739186439942,Not Significant,0
-14694_6860,-14694,6860,13,41.893235286577195,-87.62984881365766,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14712_6884,-14712,6884,13,42.01348736449719,-87.67652664505695,-0.13875122203313622,0.889646740204872,Not Significant,0
-14674_6826,-14674,6826,13,41.72248992131589,-87.60650989795798,0.20411939582149685,0.8382601977380466,Not Significant,0
-14693_6839,-14693,6839,13,41.78782864762697,-87.7037553800399,0.8809235441167251,0.37835920321979977,Not Significant,0
-14672_6823,-14672,6823,13,41.70740230832825,-87.6026200786747,-0.6633494683521692,0.5071067611289608,Not Significant,0
-14713_6866,-14713,6866,13,41.92331957492203,-87.75432303072246,-0.750556081723053,0.452919860556829,Not Significant,0
-14670_6826,-14670,6826,13,41.72248992131589,-87.57539134369176,-0.750556081723053,0.452919860556829,Not Significant,0
-14704_6864,-14704,6864,13,41.91329305408127,-87.69208592219006,-0.4592204342516641,0.6460758779412645,Not Significant,0
-14713_6885,-14713,6885,13,42.01849294381506,-87.68041646434024,-0.17334307893488532,0.8623817640908484,Not Significant,0
-14682_6830,-14682,6830,13,41.74260122916078,-87.6531877293573,1.725796921783753,0.08438395382012498,Hotspot 90%,0
-14702_6855,-14702,6855,13,41.86815421689773,-87.71153501860644,5.484026774164671,4.1575180631525654e-08,Hotspot 99%,2
-14711_6875,-14711,6875,13,41.96841942284933,-87.7037553800399,-0.6766263786100616,0.4986430381406117,Not Significant,0
-14705_6855,-14705,6855,13,41.86815421689773,-87.7348739343061,2.570670299450781,0.010150190794128822,Hotspot 95%,2
-14713_6867,-14713,6867,12,41.92833224458851,-87.75043321143923,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14682_6840,-14682,6840,12,41.79285194828349,-87.61428953652451,1.2735964076312463,0.20280648603986595,Not Significant,0
-14674_6823,-14674,6823,12,41.70740230832825,-87.6181793558078,1.0265913678524197,0.3046129204208583,Not Significant,0
-14671_6831,-14671,6831,12,41.74762807223493,-87.56372188584191,3.0076737706578647,0.0026325557006985356,Hotspot 99%,1
-14693_6853,-14693,6853,12,41.85811903268165,-87.64929791007401,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14672_6822,-14672,6822,12,41.702372316973985,-87.60650989795798,-0.6766263786100616,0.4986430381406117,Not Significant,0
-14689_6842,-14689,6842,12,41.80289736866589,-87.66096736792385,2.046266134002281,0.04073019374810083,Hotspot 95%,1
-14685_6844,-14685,6844,12,41.8129412144225,-87.62206917509108,0.9683242383581417,0.3328824632629903,Not Significant,0
-14673_6815,-14673,6815,12,41.66715135996442,-87.64151827150748,-0.07897746024578978,0.9370505511706153,Not Significant,0
-14693_6857,-14693,6857,12,41.87818782609015,-87.6337386329409,-0.8339024097585541,0.40433597920849373,Not Significant,0
-14707_6865,-14707,6865,12,41.918306511417136,-87.71153501860644,-0.10961765728599734,0.9127126065594615,Not Significant,0
-14675_6820,-14675,6820,12,41.69231115377578,-87.63762845222419,0.12345086069111383,0.9017500840414285,Not Significant,0
-14699_6855,-14699,6855,12,41.86815421689773,-87.68819610290679,0.356519378668225,0.721451642180037,Not Significant,0
-14708_6868,-14708,6868,12,41.93334452040915,-87.70764519932315,-0.6340218227344975,0.5260665803883113,Not Significant,0
-14669_6825,-14669,6825,12,41.71746111050715,-87.57150152440849,-0.750556081723053,0.452919860556829,Not Significant,0
-14691_6842,-14691,6842,12,41.80289736866589,-87.67652664505695,1.5801290980480587,0.11407730479819977,Not Significant,0
-14694_6852,-14694,6852,12,41.85310084995869,-87.66096736792385,0.2670298082808939,0.789446210436983,Not Significant,0
-14678_6834,-14678,6834,12,41.762706240002274,-87.60650989795798,2.046266134002281,0.04073019374810083,Hotspot 95%,1
-14678_6831,-14678,6831,11,41.74762807223493,-87.6181793558078,0.647855026139614,0.5170787214144319,Not Significant,0
-14684_6837,-14684,6837,11,41.77778086542214,-87.64151827150748,2.1628003929908366,0.030556535374006266,Hotspot 95%,1
-14681_6827,-14681,6827,11,41.72751833859355,-87.65707754864057,0.47305363765678055,0.6361749123726144,Not Significant,0
-14710_6866,-14710,6866,11,41.92331957492203,-87.73098411502284,-0.488353998998803,0.6252991191764061,Not Significant,0
-14699_6853,-14699,6853,11,41.85811903268165,-87.69597574147332,0.18171799018539161,0.8558040469086086,Not Significant,0
-14694_6840,-14694,6840,11,41.79285194828349,-87.70764519932315,-0.2844190457688307,0.7760892650173863,Not Significant,0
-14710_6868,-14710,6868,11,41.93334452040915,-87.72320447645627,-0.750556081723053,0.452919860556829,Not Significant,0
-14687_6832,-14687,6832,11,41.75265452173847,-87.68430628362349,-1.041891729194442,0.2974618791268735,Not Significant,0
-14706_6855,-14706,6855,11,41.86815421689773,-87.74265357287265,1.6510588823876284,0.09872655213604298,Hotspot 90%,0
-14675_6827,-14675,6827,11,41.72751833859355,-87.61039971724124,0.647855026139614,0.5170787214144319,Not Significant,0
-14706_6877,-14706,6877,11,41.97843727851371,-87.65707754864057,-1.274960247171553,0.2023233128018096,Not Significant,0
-14706_6865,-14706,6865,11,41.918306511417136,-87.7037553800399,-0.7796896464701919,0.4355735744908493,Not Significant,0
-14682_6843,-14682,6843,11,41.807919488376285,-87.6026200786747,0.2691186844268083,0.7878383525791908,Not Significant,0
-14689_6831,-14689,6831,11,41.74762807223493,-87.7037553800399,-0.8968128222179511,0.3698188047656765,Not Significant,0
-14670_6827,-14670,6827,11,41.72751833859355,-87.57150152440849,-0.9544910349530253,0.3398351451488444,Not Significant,0
-14676_6828,-14676,6828,11,41.73254636233219,-87.61428953652451,-0.13875122203313622,0.889646740204872,Not Significant,0
-14709_6865,-14709,6865,11,41.918306511417136,-87.72709429573955,0.18171799018539161,0.8558040469086086,Not Significant,0
-14688_6846,-14688,6846,11,41.822983485491555,-87.63762845222419,-0.4592204342516641,0.6460758779412645,Not Significant,0
-14667_6812,-14667,6812,11,41.652050762297264,-87.60650989795798,0.9210571437672821,0.35702059351598336,Not Significant,0
-14678_6825,-14678,6825,11,41.71746111050715,-87.64151827150748,-0.6340218227344975,0.5260665803883113,Not Significant,0
-14713_6868,-14713,6868,11,41.93334452040915,-87.74654339215594,-0.9544910349530253,0.3398351451488444,Not Significant,0
-14688_6841,-14688,6841,11,41.797874855299035,-87.65707754864057,2.803738817427892,0.005051380677584483,Hotspot 99%,1
-14671_6816,-14671,6816,11,41.67218410564493,-87.62206917509108,0.939190673611003,0.34763285655674814,Not Significant,0
-14678_6823,-14678,6823,11,41.70740230832825,-87.64929791007401,-0.3306191100833779,0.7409322095159165,Not Significant,0
-14700_6862,-14700,6862,11,41.90326495794641,-87.66874700649038,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14679_6830,-14679,6830,11,41.74260122916078,-87.62984881365766,0.3856529434153639,0.6997537174751789,Not Significant,0
-14711_6874,-14711,6874,11,41.96340990415634,-87.70764519932315,-0.6631553874816364,0.5072310404579752,Not Significant,0
-14700_6849,-14700,6849,11,41.83804393942133,-87.71931465717297,1.463594839059503,0.14330468352678194,Not Significant,0
-14695_6846,-14695,6846,10,41.822983485491555,-87.69208592219006,-0.13875122203313622,0.889646740204872,Not Significant,0
-14706_6875,-14706,6875,10,41.96841942284933,-87.66485718720713,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14684_6829,-14684,6829,10,41.7375739925239,-87.67263682577367,0.30107194772054025,0.7633596316383147,Not Significant,0
-14696_6851,-14696,6851,10,41.84808227350258,-87.68041646434024,0.046843364673004276,0.9626380669374637,Not Significant,0
-14671_6818,-14671,6818,10,41.68224841664468,-87.61428953652451,1.5754859618166206,0.1151443162814274,Not Significant,0
-14706_6876,-14706,6876,10,41.97342854763757,-87.66096736792385,-0.5757546932402197,0.5647810012501586,Not Significant,0
-14688_6847,-14688,6847,10,41.828004030498995,-87.6337386329409,-0.5174875637459418,0.604815848091746,Not Significant,0
-14670_6816,-14670,6816,10,41.67218410564493,-87.61428953652451,0.3846600297731301,0.700489312365564,Not Significant,0
-14672_6830,-14672,6830,10,41.74260122916078,-87.57539134369176,-0.3135526105159696,0.753860856839736,Not Significant,0
-14684_6844,-14684,6844,10,41.8129412144225,-87.61428953652451,1.5218619685537809,0.12804367029792463,Not Significant,0
-14703_6859,-14703,6859,10,41.88821986019843,-87.7037553800399,2.017132569255142,0.04368168060986499,Hotspot 95%,2
-14684_6841,-14684,6841,10,41.797874855299035,-87.62595899437436,2.1919339577379753,0.028384275667432846,Hotspot 95%,1
-14692_6842,-14692,6842,10,41.80289736866589,-87.68430628362349,0.21085155493253052,0.8330031077467124,Not Significant,0
-14704_6858,-14704,6858,10,41.88320404003357,-87.71542483788971,3.881680713072032,0.00010373702124732986,Hotspot 99%,2
-14691_6849,-14691,6849,10,41.83804393942133,-87.64929791007401,-1.304093811918692,0.19220159851300256,Not Significant,0
-14678_6824,-14678,6824,10,41.7124319061753,-87.64540809079072,-0.3135526105159696,0.753860856839736,Not Significant,0
-14686_6832,-14686,6832,10,41.75265452173847,-87.67652664505695,-0.22615191627455292,0.821083267017692,Not Significant,0
-14707_6864,-14707,6864,10,41.91329305408127,-87.71542483788971,0.12345086069111383,0.9017500840414285,Not Significant,0
