variable,z_percentile,n,rho_spearman,p_value
criminal_sexual_assault,63,12,0.7029887833762037,0.010767841258226307
criminal_sexual_assault,65,27,0.16125687963859625,0.4216593857749809
criminal_sexual_assault,67,30,0.7698335021281815,6.580541543880126e-07
criminal_sexual_assault,68,24,0.6325998301004853,0.0009095971907514424
criminal_sexual_assault,70,23,0.6817554540654488,0.0003402902516404796
criminal_sexual_assault,71,23,0.8535253227408143,2.2497898828717768e-07
criminal_sexual_assault,73,18,0.7704346763395034,0.00018320635964690874
criminal_sexual_assault,75,57,0.7949499004778529,1.5406362465662745e-13
criminal_sexual_assault,78,28,0.6934528696661029,4.288611663135995e-05
criminal_sexual_assault,80,34,0.547511134311271,0.0008041909905647284
criminal_sexual_assault,82,18,0.4901476017001558,0.03892569793254532
